time_point,year,month,anomaly,unc,abs_temp
1941.04,1941,4,0.221,0.247,8.571
1941.05,1941,5,0.116,0.274,11.486
1941.06,1941,6,0.089,0.236,13.619
1941.07,1941,7,0.281,0.293,14.681
1941.08,1941,8,0.106,0.319,14.016
1941.09,1941,9,-0.303,0.231,11.807
1941.1,1941,10,0.444,0.179,9.704
1941.11,1941,11,-0.154,0.197,5.956
1941.12,1941,12,0.07,0.203,3.72
1942.01,1942,1,0.514,0.189,3.114
1942.02,1942,2,-0.355,0.203,2.855
1942.03,1942,3,-0.014,0.181,5.316
1942.04,1942,4,0.066,0.247,8.416
1942.05,1942,5,-0.027,0.274,11.343
1942.06,1942,6,0.046,0.243,13.576
1942.07,1942,7,-0.165,0.302,14.235
1942.08,1942,8,-0.127,0.323,13.783
1942.09,1942,9,0.024,0.236,12.134
1942.1,1942,10,0.361,0.175,9.621
1942.11,1942,11,0.283,0.182,6.393
1942.12,1942,12,0.306,0.202,3.956
1943.01,1943,1,-0.21,0.197,2.39
1943.02,1943,2,0.289,0.195,3.499
1943.03,1943,3,-0.195,0.205,5.135
1943.04,1943,4,0.284,0.252,8.634
1943.05,1943,5,0.107,0.29,11.477
1943.06,1943,6,-0.385,0.246,13.145
1943.07,1943,7,0.05,0.309,14.45
1943.08,1943,8,-0.149,0.319,13.761
1943.09,1943,9,-0.022,0.23,12.088
1943.1,1943,10,0.632,0.175,9.892
1943.11,1943,11,0.141,0.19,6.251
1943.12,1943,12,0.592,0.201,4.242
1944.01,1944,1,0.901,0.199,3.501
1944.02,1944,2,0.375,0.2,3.585
1944.03,1944,3,0.193,0.192,5.523
1944.04,1944,4,0.07,0.236,8.42
1944.05,1944,5,-0.047,0.304,11.323
1944.06,1944,6,-0.066,0.249,13.464
1944.07,1944,7,0.046,0.31,14.446
1944.08,1944,8,0.096,0.308,14.006
1944.09,1944,9,0.327,0.221,12.437
1944.1,1944,10,0.534,0.164,9.794
1944.11,1944,11,-0.025,0.181,6.085
1944.12,1944,12,-0.218,0.198,3.432
1945.01,1945,1,-0.074,0.201,2.526
1945.02,1945,2,-0.574,0.206,2.636
1945.03,1945,3,-0.145,0.179,5.185
1945.04,1945,4,0.318,0.226,8.668
1945.05,1945,5,-0.269,0.259,11.101
1945.06,1945,6,-0.214,0.22,13.316
1945.07,1945,7,-0.204,0.289,14.196
1945.08,1945,8,0.394,0.31,14.304
1945.09,1945,9,0.104,0.223,12.214
1945.1,1945,10,0.312,0.179,9.572
1945.11,1945,11,-0.04,0.185,6.07
1945.12,1945,12,-0.485,0.192,3.165
1946.01,1946,1,0.368,0.18,2.968
1946.02,1946,2,0.238,0.2,3.448
1946.03,1946,3,-0.089,0.186,5.241
1946.04,1946,4,0.484,0.228,8.834
1946.05,1946,5,-0.017,0.266,11.353
1946.06,1946,6,-0.24,0.216,13.29
1946.07,1946,7,-0.004,0.283,14.396
1946.08,1946,8,-0.083,0.306,13.827
1946.09,1946,9,-0.042,0.217,12.068
1946.1,1946,10,0.025,0.161,9.285
1946.11,1946,11,0.121,0.176,6.231
1946.12,1946,12,-0.506,0.178,3.144
1947.01,1947,1,-0.009,0.183,2.591
1947.02,1947,2,0.068,0.196,3.278
1947.03,1947,3,0.469,0.167,5.799
1947.04,1947,4,0.332,0.227,8.682
1947.05,1947,5,-0.043,0.269,11.327
1947.06,1947,6,-0.074,0.215,13.456
1947.07,1947,7,-0.062,0.284,14.338
1947.08,1947,8,-0.084,0.307,13.826
1947.09,1947,9,0.052,0.217,12.162
1947.1,1947,10,0.746,0.169,10.006
1947.11,1947,11,0.293,0.191,6.403
1947.12,1947,12,0.01,0.2,3.66
1948.01,1948,1,0.751,0.174,3.351
1948.02,1948,2,-0.004,0.181,3.206
1948.03,1948,3,-0.409,0.176,4.921
1948.04,1948,4,0.149,0.223,8.499
1948.05,1948,5,0.159,0.26,11.529
1948.06,1948,6,0.124,0.216,13.654
1948.07,1948,7,0.029,0.279,14.429
1948.08,1948,8,-0.023,0.296,13.887
1948.09,1948,9,0.04,0.209,12.15
1948.1,1948,10,0.32,0.155,9.58
1948.11,1948,11,0.08,0.175,6.19
1948.12,1948,12,-0.155,0.19,3.495
1949.01,1949,1,0.613,0.172,3.213
1949.02,1949,2,-0.455,0.178,2.755
1949.03,1949,3,-0.244,0.176,5.086
1949.04,1949,4,-0.012,0.226,8.338
1949.05,1949,5,-0.068,0.257,11.302
1949.06,1949,6,-0.321,0.212,13.209
1949.07,1949,7,-0.212,0.275,14.188
1949.08,1949,8,-0.088,0.296,13.822
1949.09,1949,9,-0.158,0.208,11.952
1949.1,1949,10,0.262,0.161,9.522
1949.11,1949,11,0.033,0.168,6.143
1949.12,1949,12,-0.197,0.199,3.453
1950.01,1950,1,-0.602,0.174,1.998
1950.02,1950,2,-0.506,0.157,2.704
1950.03,1950,3,-0.097,0.151,5.233
1950.04,1950,4,-0.241,0.201,8.109
1950.05,1950,5,-0.082,0.223,11.288
1950.06,1950,6,-0.167,0.183,13.363
1950.07,1950,7,-0.281,0.244,14.119
1950.08,1950,8,-0.458,0.23,13.452
1950.09,1950,9,-0.167,0.19,11.943
1950.1,1950,10,-0.112,0.144,9.148
1950.11,1950,11,-0.743,0.135,5.367
1950.12,1950,12,-0.121,0.159,3.529
1951.01,1951,1,-0.479,0.141,2.121
1951.02,1951,2,-0.898,0.135,2.312
1951.03,1951,3,-0.246,0.145,5.084
1951.04,1951,4,0.011,0.158,8.361
1951.05,1951,5,0.066,0.182,11.436
1951.06,1951,6,-0.284,0.247,13.246
1951.07,1951,7,-0.093,0.216,14.307
1951.08,1951,8,0.106,0.251,14.016
1951.09,1951,9,0.212,0.202,12.322
1951.1,1951,10,0.407,0.141,9.667
1951.11,1951,11,0.108,0.143,6.218
1951.12,1951,12,0.67,0.159,4.32
1952.01,1952,1,0.437,0.149,3.037
1952.02,1952,2,0.178,0.182,3.388
1952.03,1952,3,-0.365,0.17,4.965
1952.04,1952,4,0.11,0.225,8.46
1952.05,1952,5,-0.014,0.257,11.356
1952.06,1952,6,-0.09,0.217,13.44
1952.07,1952,7,0.141,0.278,14.541
1952.08,1952,8,0.052,0.303,13.962
1952.09,1952,9,0.127,0.218,12.237
1952.1,1952,10,-0.109,0.16,9.151
1952.11,1952,11,-0.694,0.174,5.416
1952.12,1952,12,0.004,0.186,3.654
1953.01,1953,1,0.353,0.183,2.953
1953.02,1953,2,0.411,0.178,3.621
1953.03,1953,3,0.386,0.162,5.716
1953.04,1953,4,0.538,0.223,8.888
1953.05,1953,5,0.145,0.263,11.515
1953.06,1953,6,0.079,0.209,13.609
1953.07,1953,7,-0.01,0.278,14.39
1953.08,1953,8,0.147,0.3,14.057
1953.09,1953,9,0.105,0.216,12.215
1953.1,1953,10,0.327,0.162,9.587
1953.11,1953,11,-0.19,0.17,5.92
1953.12,1953,12,0.344,0.18,3.994
1954.01,1954,1,-0.554,0.148,2.046
1954.02,1954,2,-0.176,0.172,3.034
1954.03,1954,3,-0.181,0.171,5.149
1954.04,1954,4,-0.189,0.204,8.161
1954.05,1954,5,-0.379,0.209,10.991
1954.06,1954,6,-0.129,0.213,13.401
1954.07,1954,7,-0.163,0.227,14.237
1954.08,1954,8,-0.04,0.252,13.87
1954.09,1954,9,-0.014,0.205,12.096
1954.1,1954,10,0.285,0.148,9.545
1954.11,1954,11,0.458,0.139,6.568
1954.12,1954,12,-0.102,0.142,3.548
1955.01,1955,1,0.796,0.152,3.396
1955.02,1955,2,-0.084,0.138,3.126
1955.03,1955,3,-0.745,0.115,4.585
1955.04,1955,4,-0.218,0.149,8.132
1955.05,1955,5,-0.177,0.213,11.193
1955.06,1955,6,0.025,0.145,13.555
1955.07,1955,7,-0.164,0.182,14.236
1955.08,1955,8,0.37,0.2,14.28
1955.09,1955,9,-0.161,0.151,11.949
1955.1,1955,10,0.465,0.097,9.725
1955.11,1955,11,-0.146,0.146,5.964
1955.12,1955,12,-0.352,0.125,3.298
1956.01,1956,1,-0.145,0.076,2.455
1956.02,1956,2,-0.439,0.082,2.771
1956.03,1956,3,-0.437,0.061,4.893
1956.04,1956,4,-0.433,0.124,7.917
1956.05,1956,5,-0.651,0.142,10.719
1956.06,1956,6,-0.372,0.123,13.158
1956.07,1956,7,-0.228,0.074,14.172
1956.08,1956,8,-0.729,0.102,13.181
1956.09,1956,9,-0.33,0.096,11.78
1956.1,1956,10,-0.337,0.063,8.923
1956.11,1956,11,-0.377,0.105,5.733
1956.12,1956,12,-0.066,0.117,3.584
1957.01,1957,1,-0.124,0.059,2.476
1957.02,1957,2,-0.099,0.074,3.111
1957.03,1957,3,-0.286,0.086,5.044
1957.04,1957,4,0.017,0.159,8.367
1957.05,1957,5,-0.114,0.106,11.256
1957.06,1957,6,0.251,0.169,13.781
1957.07,1957,7,-0.273,0.19,14.127
1957.08,1957,8,0.171,0.253,14.081
1957.09,1957,9,0.2,0.259,12.31
1957.1,1957,10,0.233,0.182,9.493
1957.11,1957,11,0.276,0.149,6.386
1957.12,1957,12,0.674,0.127,4.324
1958.01,1958,1,0.961,0.084,3.561
1958.02,1958,2,0.479,0.1,3.689
1958.03,1958,3,0.125,0.078,5.455
1958.04,1958,4,0.162,0.112,8.512
1958.05,1958,5,0.143,0.128,11.513
1958.06,1958,6,-0.347,0.099,13.183
1958.07,1958,7,0.03,0.159,14.43
1958.08,1958,8,-0.314,0.067,13.596
1958.09,1958,9,-0.267,0.066,11.843
1958.1,1958,10,0.111,0.069,9.371
1958.11,1958,11,0.148,0.09,6.258
1958.12,1958,12,0.168,0.108,3.818
1959.01,1959,1,0.342,0.118,2.942
1959.02,1959,2,0.116,0.059,3.326
1959.03,1959,3,0.531,0.151,5.861
1959.04,1959,4,0.465,0.099,8.815
1959.05,1959,5,-0.05,0.084,11.32
1959.06,1959,6,0.044,0.071,13.574
1959.07,1959,7,0.04,0.068,14.44
1959.08,1959,8,-0.061,0.084,13.849
1959.09,1959,9,-0.177,0.077,11.933
1959.1,1959,10,-0.106,0.086,9.154
1959.11,1959,11,-0.349,0.07,5.761
1959.12,1959,12,0.114,0.078,3.764
1960.01,1960,1,0.1,0.087,2.7
1960.02,1960,2,0.58,0.106,3.79
1960.03,1960,3,-1.03,0.065,4.3
1960.04,1960,4,-0.223,0.057,8.127
1960.05,1960,5,-0.501,0.136,10.869
1960.06,1960,6,-0.049,0.111,13.481
1960.07,1960,7,-0.209,0.109,14.191
1960.08,1960,8,-0.096,0.059,13.814
1960.09,1960,9,-0.028,0.086,12.082
1960.1,1960,10,0.225,0.047,9.485
1960.11,1960,11,-0.285,0.091,5.825
1960.12,1960,12,0.605,0.073,4.255
1961.01,1961,1,0.315,0.089,2.915
1961.02,1961,2,0.467,0.07,3.677
1961.03,1961,3,0.259,0.047,5.589
1961.04,1961,4,0.303,0.183,8.653
1961.05,1961,5,0.251,0.156,11.621
1961.06,1961,6,0.171,0.163,13.701
1961.07,1961,7,-0.119,0.115,14.281
1961.08,1961,8,-0.069,0.124,13.841
1961.09,1961,9,0.125,0.067,12.235
1961.1,1961,10,0.055,0.17,9.315
1961.11,1961,11,0.081,0.076,6.191
1961.12,1961,12,-0.155,0.087,3.495
1962.01,1962,1,0.387,0.081,2.987
1962.02,1962,2,0.475,0.107,3.685
1962.03,1962,3,0.199,0.093,5.529
1962.04,1962,4,0.18,0.164,8.53
1962.05,1962,5,-0.246,0.06,11.124
1962.06,1962,6,-0.102,0.226,13.428
1962.07,1962,7,-0.198,0.097,14.202
1962.08,1962,8,-0.203,0.086,13.707
1962.09,1962,9,-0.102,0.198,12.008
1962.1,1962,10,0.193,0.169,9.453
1962.11,1962,11,0.164,0.104,6.274
1962.12,1962,12,0.281,0.082,3.931
1963.01,1963,1,0.283,0.117,2.883
1963.02,1963,2,0.804,0.131,4.014
1963.03,1963,3,-0.234,0.142,5.096
1963.04,1963,4,-0.189,0.11,8.161
1963.05,1963,5,-0.329,0.098,11.041
1963.06,1963,6,-0.12,0.108,13.41
1963.07,1963,7,0.104,0.113,14.504
1963.08,1963,8,0.392,0.095,14.302
1963.09,1963,9,0.445,0.134,12.555
1963.1,1963,10,0.676,0.065,9.936
1963.11,1963,11,0.438,0.078,6.548
1963.12,1963,12,0.091,0.075,3.741
1964.01,1964,1,0.27,0.131,2.87
1964.02,1964,2,-0.196,0.088,3.014
1964.03,1964,3,-0.465,0.074,4.865
1964.04,1964,4,-0.437,0.066,7.913
1964.05,1964,5,-0.466,0.119,10.904
1964.06,1964,6,-0.068,0.043,13.462
1964.07,1964,7,-0.1,0.118,14.3
1964.08,1964,8,-0.24,0.172,13.67
1964.09,1964,9,-0.513,0.063,11.597
1964.1,1964,10,-0.436,0.055,8.824
1964.11,1964,11,-0.133,0.073,5.977
1964.12,1964,12,-0.196,0.056,3.454
1965.01,1965,1,0.251,0.096,2.851
1965.02,1965,2,-0.184,0.037,3.026
1965.03,1965,3,-0.15,0.101,5.18
1965.04,1965,4,-0.368,0.066,7.982
1965.05,1965,5,-0.153,0.141,11.217
1965.06,1965,6,-0.222,0.209,13.308
1965.07,1965,7,-0.329,0.122,14.071
1965.08,1965,8,-0.107,0.08,13.803
1965.09,1965,9,-0.383,0.085,11.727
1965.1,1965,10,0.217,0.093,9.477
1965.11,1965,11,-0.262,0.079,5.848
1965.12,1965,12,0.115,0.076,3.765
1966.01,1966,1,-0.127,0.077,2.473
1966.02,1966,2,0.063,0.058,3.273
1966.03,1966,3,0.191,0.097,5.521
1966.04,1966,4,-0.194,0.085,8.156
1966.05,1966,5,-0.165,0.097,11.205
1966.06,1966,6,0.06,0.126,13.59
1966.07,1966,7,0.171,0.075,14.571
1966.08,1966,8,-0.175,0.096,13.735
1966.09,1966,9,0.028,0.071,12.138
1966.1,1966,10,-0.113,0.074,9.147
1966.11,1966,11,-0.149,0.088,5.961
1966.12,1966,12,-0.278,0.067,3.372
1967.01,1967,1,0.097,0.062,2.697
1967.02,1967,2,-0.321,0.104,2.889
1967.03,1967,3,0.068,0.083,5.398
1967.04,1967,4,0.099,0.062,8.449
1967.05,1967,5,0.264,0.133,11.634
1967.06,1967,6,-0.336,0.12,13.194
1967.07,1967,7,-0.059,0.151,14.341
1967.08,1967,8,-0.118,0.104,13.792
1967.09,1967,9,-0.059,0.065,12.051
1967.1,1967,10,0.541,0.078,9.801
1967.11,1967,11,0.056,0.082,6.166
1967.12,1967,12,0.261,0.063,3.911
1968.01,1968,1,-0.258,0.07,2.342
1968.02,1968,2,0.021,0.065,3.231
1968.03,1968,3,0.783,0.065,6.113
1968.04,1968,4,0.087,0.086,8.437
1968.05,1968,5,-0.306,0.125,11.064
1968.06,1968,6,-0.317,0.16,13.213
1968.07,1968,7,-0.378,0.064,14.022
1968.08,1968,8,-0.426,0.112,13.484
1968.09,1968,9,-0.548,0.126,11.562
1968.1,1968,10,0.181,0.095,9.441
1968.11,1968,11,-0.224,0.067,5.886
1968.12,1968,12,-0.414,0.063,3.236
1969.01,1969,1,-0.652,0.065,1.948
1969.02,1969,2,-0.769,0.086,2.441
1969.03,1969,3,-0.236,0.05,5.094
1969.04,1969,4,0.216,0.099,8.566
1969.05,1969,5,-0.014,0.073,11.356
1969.06,1969,6,-0.052,0.137,13.478
1969.07,1969,7,-0.183,0.106,14.217
1969.08,1969,8,-0.108,0.087,13.802
1969.09,1969,9,-0.072,0.07,12.038
1969.1,1969,10,0.223,0.081,9.483
1969.11,1969,11,0.303,0.076,6.413
1969.12,1969,12,0.553,0.067,4.203
1970.01,1970,1,0.226,0.082,2.826
1970.02,1970,2,0.524,0.086,3.734
1970.03,1970,3,-0.052,0.1,5.278
1970.04,1970,4,0.248,0.105,8.598
1970.05,1970,5,-0.157,0.1,11.213
1970.06,1970,6,-0.011,0.118,13.519
1970.07,1970,7,-0.011,0.087,14.389
1970.08,1970,8,-0.261,0.136,13.649
1970.09,1970,9,0.159,0.066,12.269
1970.1,1970,10,0.085,0.068,9.345
1970.11,1970,11,-0.067,0.067,6.043
1970.12,1970,12,-0.128,0.06,3.522
1971.01,1971,1,0.363,0.043,2.963
1971.02,1971,2,-0.337,0.073,2.873
1971.03,1971,3,-0.318,0.049,5.012
1971.04,1971,4,-0.008,0.067,8.342
1971.05,1971,5,-0.15,0.117,11.22
1971.06,1971,6,-0.428,0.08,13.102
1971.07,1971,7,-0.269,0.128,14.131
1971.08,1971,8,-0.041,0.073,13.869
1971.09,1971,9,0.02,0.153,12.13
1971.1,1971,10,0.122,0.06,9.382
1971.11,1971,11,0.171,0.094,6.281
1971.12,1971,12,0.213,0.082,3.863
1972.01,1972,1,-0.716,0.078,1.884
1972.02,1972,2,-0.591,0.073,2.619
1972.03,1972,3,-0.032,0.045,5.298
1972.04,1972,4,-0.013,0.071,8.337
1972.05,1972,5,-0.198,0.095,11.172
1972.06,1972,6,-0.022,0.146,13.508
1972.07,1972,7,-0.18,0.142,14.22
1972.08,1972,8,0.255,0.101,14.165
1972.09,1972,9,-0.214,0.104,11.896
1972.1,1972,10,0.085,0.126,9.345
1972.11,1972,11,-0.309,0.111,5.801
1972.12,1972,12,0.132,0.098,3.782
1973.01,1973,1,0.438,0.086,3.038
1973.02,1973,2,0.698,0.068,3.908
1973.03,1973,3,0.495,0.108,5.825
1973.04,1973,4,0.592,0.12,8.942
1973.05,1973,5,0.401,0.082,11.771
1973.06,1973,6,0.293,0.089,13.823
1973.07,1973,7,0.02,0.102,14.42
1973.08,1973,8,-0.056,0.15,13.854
1973.09,1973,9,0.002,0.073,12.112
1973.1,1973,10,0.341,0.073,9.601
1973.11,1973,11,0.106,0.088,6.216
1973.12,1973,12,0.185,0.064,3.835
1974.01,1974,1,-0.339,0.068,2.261
1974.02,1974,2,-0.624,0.095,2.586
1974.03,1974,3,-0.126,0.066,5.204
1974.04,1974,4,0.034,0.081,8.384
1974.05,1974,5,-0.171,0.081,11.199
1974.06,1974,6,-0.151,0.1,13.379
1974.07,1974,7,-0.122,0.107,14.278
1974.08,1974,8,0.098,0.102,14.008
1974.09,1974,9,-0.372,0.09,11.738
1974.1,1974,10,-0.169,0.082,9.091
1974.11,1974,11,-0.192,0.103,5.918
1974.12,1974,12,-0.091,0.103,3.559
1975.01,1975,1,0.454,0.061,3.054
1975.02,1975,2,0.187,0.071,3.397
1975.03,1975,3,0.383,0.093,5.713
1975.04,1975,4,0.231,0.063,8.581
1975.05,1975,5,0.375,0.048,11.745
1975.06,1975,6,0.022,0.098,13.552
1975.07,1975,7,-0.059,0.091,14.341
1975.08,1975,8,-0.411,0.099,13.499
1975.09,1975,9,0.032,0.103,12.142
1975.1,1975,10,0.053,0.06,9.313
1975.11,1975,11,-0.219,0.068,5.891
1975.12,1975,12,0.015,0.085,3.665
1976.01,1976,1,0.28,0.092,2.88
1976.02,1976,2,-0.172,0.079,3.038
1976.03,1976,3,-0.802,0.03,4.528
1976.04,1976,4,-0.056,0.04,8.294
1976.05,1976,5,-0.42,0.111,10.95
1976.06,1976,6,-0.445,0.129,13.085
1976.07,1976,7,-0.25,0.139,14.15
1976.08,1976,8,-0.407,0.222,13.503
1976.09,1976,9,-0.222,0.053,11.888
1976.1,1976,10,-0.751,0.151,8.509
1976.11,1976,11,-0.449,0.088,5.661
1976.12,1976,12,0.034,0.08,3.684
1977.01,1977,1,-0.11,0.069,2.49
1977.02,1977,2,0.263,0.074,3.473
1977.03,1977,3,0.378,0.063,5.708
1977.04,1977,4,0.499,0.098,8.849
1977.05,1977,5,0.415,0.087,11.785
1977.06,1977,6,0.358,0.078,13.888
1977.07,1977,7,0.222,0.071,14.622
1977.08,1977,8,0.174,0.091,14.084
1977.09,1977,9,-0.252,0.049,11.858
1977.1,1977,10,-0.11,0.075,9.15
1977.11,1977,11,0.423,0.056,6.533
1977.12,1977,12,0.098,0.064,3.748
1978.01,1978,1,0.105,0.072,2.705
1978.02,1978,2,0.245,0.077,3.455
1978.03,1978,3,0.287,0.078,5.617
1978.04,1978,4,0.44,0.124,8.79
1978.05,1978,5,0.047,0.127,11.417
1978.06,1978,6,-0.307,0.081,13.223
1978.07,1978,7,-0.039,0.151,14.361
1978.08,1978,8,-0.617,0.118,13.293
1978.09,1978,9,-0.086,0.078,12.024
1978.1,1978,10,0.08,0.054,9.34
1978.11,1978,11,0.233,0.119,6.343
1978.12,1978,12,0.089,0.089,3.739
1979.01,1979,1,0.074,0.055,2.674
1979.02,1979,2,-0.369,0.07,2.841
1979.03,1979,3,0.116,0.086,5.446
1979.04,1979,4,0.102,0.096,8.452
1979.05,1979,5,-0.166,0.13,11.204
1979.06,1979,6,-0.042,0.086,13.488
1979.07,1979,7,-0.292,0.06,14.108
1979.08,1979,8,-0.078,0.133,13.832
1979.09,1979,9,0.136,0.114,12.246
1979.1,1979,10,0.324,0.069,9.584
1979.11,1979,11,0.173,0.096,6.283
1979.12,1979,12,0.95,0.069,4.6
1980.01,1980,1,0.359,0.066,2.959
1980.02,1980,2,0.449,0.088,3.659
1980.03,1980,3,0.047,0.118,5.377
1980.04,1980,4,0.581,0.111,8.931
1980.05,1980,5,0.408,0.092,11.778
1980.06,1980,6,0.062,0.112,13.592
1980.07,1980,7,0.342,0.134,14.742
1980.08,1980,8,0.278,0.232,14.188
1980.09,1980,9,0.212,0.064,12.322
1980.1,1980,10,0.287,0.07,9.547
1980.11,1980,11,0.57,0.093,6.68
1980.12,1980,12,0.365,0.095,4.015
1981.01,1981,1,1.195,0.129,3.795
1981.02,1981,2,0.819,0.083,4.029
1981.03,1981,3,0.908,0.033,6.238
1981.04,1981,4,0.599,0.056,8.949
1981.05,1981,5,0.193,0.11,11.563
1981.06,1981,6,0.233,0.115,13.763
1981.07,1981,7,0.333,0.131,14.733
1981.08,1981,8,0.59,0.137,14.5
1981.09,1981,9,0.111,0.112,12.221
1981.1,1981,10,0.123,0.04,9.383
1981.11,1981,11,0.157,0.07,6.267
1981.12,1981,12,0.874,0.093,4.524
1982.01,1982,1,-0.036,0.068,2.564
1982.02,1982,2,0.08,0.043,3.29
1982.03,1982,3,-0.449,0.058,4.881
1982.04,1982,4,0.114,0.076,8.464
1982.05,1982,5,-0.033,0.124,11.337
1982.06,1982,6,-0.277,0.115,13.253
1982.07,1982,7,0.146,0.109,14.546
1982.08,1982,8,-0.113,0.069,13.797
1982.09,1982,9,-0.078,0.056,12.032
1982.1,1982,10,-0.031,0.056,9.229
1982.11,1982,11,-0.151,0.116,5.959
1982.12,1982,12,0.691,0.091,4.341
1983.01,1983,1,0.87,0.083,3.47
1983.02,1983,2,0.623,0.103,3.833
1983.03,1983,3,0.385,0.065,5.715
1983.04,1983,4,0.342,0.068,8.692
1983.05,1983,5,0.364,0.071,11.734
1983.06,1983,6,-0.045,0.089,13.485
1983.07,1983,7,0.01,0.076,14.41
1983.08,1983,8,0.387,0.07,14.297
1983.09,1983,9,0.577,0.106,12.687
1983.1,1983,10,0.215,0.056,9.475
1983.11,1983,11,0.653,0.076,6.763
1983.12,1983,12,0.191,0.069,3.841
1984.01,1984,1,0.356,0.067,2.956
1984.02,1984,2,-0.1,0.076,3.11
1984.03,1984,3,0.353,0.065,5.683
1984.04,1984,4,0.082,0.124,8.432
1984.05,1984,5,0.616,0.072,11.986
1984.06,1984,6,-0.142,0.163,13.388
1984.07,1984,7,0.03,0.129,14.43
1984.08,1984,8,0.06,0.079,13.97
1984.09,1984,9,-0.098,0.049,12.012
1984.1,1984,10,0.107,0.056,9.367
1984.11,1984,11,-0.304,0.114,5.806
1984.12,1984,12,-0.451,0.062,3.199
1985.01,1985,1,0.428,0.051,3.028
1985.02,1985,2,-0.492,0.069,2.718
1985.03,1985,3,0.144,0.065,5.474
1985.04,1985,4,0.286,0.066,8.636
1985.05,1985,5,0.056,0.074,11.426
1985.06,1985,6,0.026,0.168,13.556
1985.07,1985,7,-0.422,0.088,13.978
1985.08,1985,8,0.152,0.086,14.062
1985.09,1985,9,-0.151,0.086,11.959
1985.1,1985,10,0.066,0.071,9.326
1985.11,1985,11,-0.147,0.09,5.963
1985.12,1985,12,0.146,0.116,3.796
1986.01,1986,1,0.726,0.098,3.326
1986.02,1986,2,0.796,0.057,4.006
1986.03,1986,3,0.445,0.064,5.775
1986.04,1986,4,0.517,0.087,8.867
1986.05,1986,5,0.215,0.12,11.585
1986.06,1986,6,-0.089,0.083,13.441
1986.07,1986,7,-0.106,0.073,14.294
1986.08,1986,8,0.057,0.086,13.967
1986.09,1986,9,-0.297,0.12,11.813
1986.1,1986,10,0.035,0.062,9.295
1986.11,1986,11,-0.199,0.094,5.911
1986.12,1986,12,0.104,0.091,3.754
1987.01,1987,1,0.547,0.118,3.147
1987.02,1987,2,0.939,0.092,4.149
1987.03,1987,3,-0.079,0.064,5.251
1987.04,1987,4,0.242,0.044,8.592
1987.05,1987,5,0.152,0.075,11.522
1987.06,1987,6,0.403,0.072,13.933
1987.07,1987,7,0.492,0.081,14.892
1987.08,1987,8,-0.018,0.153,13.892
1987.09,1987,9,0.336,0.081,12.446
1987.1,1987,10,0.319,0.055,9.579
1987.11,1987,11,-0.059,0.072,6.051
1987.12,1987,12,0.839,0.089,4.489
1988.01,1988,1,0.859,0.063,3.459
1988.02,1988,2,0.224,0.059,3.434
1988.03,1988,3,0.608,0.082,5.938
1988.04,1988,4,0.632,0.076,8.982
1988.05,1988,5,0.48,0.1,11.85
1988.06,1988,6,0.553,0.115,14.083
1988.07,1988,7,0.377,0.092,14.777
1988.08,1988,8,0.639,0.161,14.549
1988.09,1988,9,0.565,0.052,12.675
1988.1,1988,10,0.706,0.078,9.966
1988.11,1988,11,0.174,0.086,6.284
1988.12,1988,12,0.72,0.101,4.37
1989.01,1989,1,0.118,0.114,2.718
1989.02,1989,2,0.425,0.081,3.635
1989.03,1989,3,0.469,0.14,5.799
1989.04,1989,4,0.332,0.191,8.682
1989.05,1989,5,-0.095,0.083,11.275
1989.06,1989,6,-0.094,0.115,13.436
1989.07,1989,7,0.205,0.127,14.605
1989.08,1989,8,0.224,0.122,14.134
1989.09,1989,9,0.279,0.053,12.389
1989.1,1989,10,0.484,0.075,9.744
1989.11,1989,11,0.061,0.093,6.171
1989.12,1989,12,0.78,0.093,4.43
1990.01,1990,1,0.649,0.044,3.249
1990.02,1990,2,0.443,0.081,3.653
1990.03,1990,3,1.406,0.073,6.736
1990.04,1990,4,0.808,0.104,9.158
1990.05,1990,5,0.454,0.089,11.824
1990.06,1990,6,0.371,0.137,13.901
1990.07,1990,7,0.382,0.11,14.782
1990.08,1990,8,0.189,0.071,14.099
1990.09,1990,9,0.068,0.129,12.178
1990.1,1990,10,0.607,0.063,9.867
1990.11,1990,11,0.799,0.111,6.909
1990.12,1990,12,0.776,0.076,4.426
1991.01,1991,1,0.6,0.065,3.2
1991.02,1991,2,0.837,0.071,4.047
1991.03,1991,3,0.25,0.069,5.58
1991.04,1991,4,0.869,0.109,9.219
1991.05,1991,5,0.245,0.087,11.615
1991.06,1991,6,0.736,0.084,14.266
1991.07,1991,7,0.58,0.122,14.98
1991.08,1991,8,0.404,0.09,14.314
1991.09,1991,9,0.556,0.114,12.666
1991.1,1991,10,0.482,0.045,9.742
1991.11,1991,11,0.312,0.077,6.422
1991.12,1991,12,0.407,0.101,4.057
1992.01,1992,1,0.978,0.096,3.578
1992.02,1992,2,0.719,0.07,3.929
1992.03,1992,3,0.636,0.093,5.966
1992.04,1992,4,0.216,0.097,8.566
1992.05,1992,5,0.168,0.101,11.538
1992.06,1992,6,0.053,0.093,13.583
1992.07,1992,7,-0.269,0.109,14.131
1992.08,1992,8,-0.145,0.114,13.765
1992.09,1992,9,-0.453,0.086,11.657
1992.1,1992,10,0.077,0.091,9.337
1992.11,1992,11,-0.235,0.126,5.875
1992.12,1992,12,0.423,0.098,4.073
1993.01,1993,1,0.705,0.109,3.305
