time_point,year,month,anomaly,unc,abs_temp
1890.03,1890,3,-1.137,0.32,4.193
1890.04,1890,4,-0.629,0.299,7.721
1890.05,1890,5,-0.921,0.313,10.449
1890.06,1890,6,-0.649,0.257,12.881
1890.07,1890,7,-0.378,0.319,14.022
1890.08,1890,8,-0.634,0.385,13.276
1890.09,1890,9,-0.561,0.287,11.549
1890.1,1890,10,-0.072,0.257,9.188
1890.11,1890,11,-1.083,0.326,5.027
1890.12,1890,12,-0.656,0.3,2.994
1891.01,1891,1,-0.927,0.389,1.673
1891.02,1891,2,-1.347,0.323,1.863
1891.03,1891,3,-0.592,0.309,4.738
1891.04,1891,4,-0.748,0.328,7.602
1891.05,1891,5,-0.583,0.321,10.787
1891.06,1891,6,-0.668,0.286,12.862
1891.07,1891,7,-0.517,0.343,13.883
1891.08,1891,8,-0.443,0.358,13.467
1891.09,1891,9,-0.358,0.272,11.752
1891.1,1891,10,-0.534,0.294,8.726
1891.11,1891,11,-0.997,0.305,5.113
1891.12,1891,12,-0.033,0.411,3.617
1892.01,1892,1,-0.58,0.404,2.02
1892.02,1892,2,-0.42,0.376,2.79
1892.03,1892,3,-0.989,0.345,4.341
1892.04,1892,4,-0.807,0.313,7.543
1892.05,1892,5,-0.76,0.336,10.61
1892.06,1892,6,-0.29,0.238,13.24
1892.07,1892,7,-0.555,0.363,13.845
1892.08,1892,8,-0.509,0.389,13.401
1892.09,1892,9,-0.353,0.304,11.757
1892.1,1892,10,0.034,0.229,9.294
1892.11,1892,11,-1.234,0.459,4.876
1892.12,1892,12,-0.688,0.446,2.962
1893.01,1893,1,-2.092,0.414,0.508
1893.02,1893,2,-1.579,0.325,1.631
1893.03,1893,3,-0.375,0.312,4.955
1893.04,1893,4,-0.359,0.298,7.991
1893.05,1893,5,-0.632,0.321,10.738
1893.06,1893,6,-0.502,0.266,13.028
1893.07,1893,7,-0.125,0.307,14.275
1893.08,1893,8,-0.479,0.371,13.431
1893.09,1893,9,-0.353,0.274,11.757
1893.1,1893,10,-0.097,0.321,9.163
1893.11,1893,11,-0.208,0.264,5.902
1893.12,1893,12,-0.478,0.32,3.172
1894.01,1894,1,-0.914,0.361,1.686
1894.02,1894,2,-0.301,0.405,2.909
1894.03,1894,3,-0.216,0.255,5.114
1894.04,1894,4,-0.712,0.4,7.638
1894.05,1894,5,-0.45,0.35,10.92
1894.06,1894,6,-0.701,0.252,12.829
1894.07,1894,7,-0.442,0.324,13.958
1894.08,1894,8,-0.461,0.389,13.449
1894.09,1894,9,-0.535,0.282,11.575
1894.1,1894,10,-0.133,0.238,9.127
1894.11,1894,11,-0.699,0.38,5.411
1894.12,1894,12,-0.511,0.293,3.139
1895.01,1895,1,-1.319,0.388,1.281
1895.02,1895,2,-1.238,0.349,1.972
1895.03,1895,3,-0.666,0.256,4.664
1895.04,1895,4,-0.132,0.269,8.218
1895.05,1895,5,-0.526,0.333,10.844
1895.06,1895,6,-0.485,0.272,13.045
1895.07,1895,7,-0.364,0.358,14.036
1895.08,1895,8,-0.422,0.333,13.488
1895.09,1895,9,-0.363,0.3,11.747
1895.1,1895,10,-0.166,0.221,9.094
1895.11,1895,11,-0.367,0.318,5.743
1895.12,1895,12,-0.177,0.313,3.473
1896.01,1896,1,-0.318,0.389,2.282
1896.02,1896,2,-0.535,0.334,2.675
1896.03,1896,3,-1.081,0.261,4.249
1896.04,1896,4,-1.049,0.357,7.301
1896.05,1896,5,-0.505,0.316,10.865
1896.06,1896,6,-0.243,0.278,13.287
1896.07,1896,7,-0.19,0.329,14.21
1896.08,1896,8,-0.29,0.35,13.62
1896.09,1896,9,-0.282,0.299,11.828
1896.1,1896,10,0.163,0.293,9.423
1896.11,1896,11,-0.742,0.283,5.368
1896.12,1896,12,-0.32,0.336,3.33
1897.01,1897,1,-0.709,0.365,1.891
1897.02,1897,2,-0.797,0.269,2.413
1897.03,1897,3,-1.009,0.241,4.321
1897.04,1897,4,-0.095,0.277,8.255
1897.05,1897,5,-0.004,0.316,11.366
1897.06,1897,6,-0.228,0.315,13.302
1897.07,1897,7,-0.11,0.342,14.29
1897.08,1897,8,-0.272,0.355,13.638
1897.09,1897,9,-0.19,0.304,11.92
1897.1,1897,10,-0.049,0.364,9.211
1897.11,1897,11,-0.501,0.42,5.609
1897.12,1897,12,-0.474,0.334,3.176
1898.01,1898,1,0.113,0.301,2.713
1898.02,1898,2,-0.868,0.277,2.342
1898.03,1898,3,-1.6,0.298,3.73
1898.04,1898,4,-0.467,0.306,7.883
1898.05,1898,5,-0.576,0.323,10.794
1898.06,1898,6,-0.128,0.404,13.402
1898.07,1898,7,-0.275,0.346,14.125
1898.08,1898,8,-0.333,0.382,13.577
1898.09,1898,9,-0.362,0.335,11.748
1898.1,1898,10,-0.461,0.266,8.799
1898.11,1898,11,-0.612,0.281,5.498
1898.12,1898,12,-0.217,0.394,3.433
1899.01,1899,1,-0.069,0.342,2.531
1899.02,1899,2,-0.829,0.317,2.381
1899.03,1899,3,-0.725,0.241,4.605
1899.04,1899,4,-0.077,0.319,8.273
1899.05,1899,5,-0.344,0.339,11.026
1899.06,1899,6,-0.656,0.256,12.874
1899.07,1899,7,-0.228,0.345,14.172
1899.08,1899,8,-0.123,0.374,13.787
1899.09,1899,9,0.026,0.287,12.136
1899.1,1899,10,0.169,0.285,9.429
1899.11,1899,11,0.493,0.324,6.603
1899.12,1899,12,-0.632,0.351,3.018
1900.01,1900,1,-1.133,0.315,1.467
1900.02,1900,2,-0.129,0.322,3.081
1900.03,1900,3,0.123,0.284,5.453
1900.04,1900,4,-0.13,0.307,8.22
1900.05,1900,5,0.01,0.295,11.38
1900.06,1900,6,-0.203,0.311,13.327
1900.07,1900,7,-0.223,0.339,14.177
1900.08,1900,8,-0.078,0.343,13.832
1900.09,1900,9,-0.132,0.264,11.978
1900.1,1900,10,0.437,0.23,9.697
1900.11,1900,11,-0.267,0.278,5.843
1900.12,1900,12,0.014,0.39,3.664
1901.01,1901,1,-0.414,0.312,2.186
1901.02,1901,2,-0.105,0.305,3.105
1901.03,1901,3,0.285,0.281,5.615
1901.04,1901,4,0.173,0.279,8.523
1901.05,1901,5,-0.177,0.313,11.193
1901.06,1901,6,-0.107,0.252,13.423
1901.07,1901,7,-0.046,0.326,14.354
1901.08,1901,8,-0.103,0.374,13.807
1901.09,1901,9,-0.101,0.323,12.009
1901.1,1901,10,-0.236,0.299,9.024
1901.11,1901,11,-0.106,0.297,6.004
1901.12,1901,12,-0.28,0.283,3.37
1902.01,1902,1,0.091,0.315,2.691
1902.02,1902,2,0.397,0.277,3.607
1902.03,1902,3,-0.456,0.235,4.874
1902.04,1902,4,-0.406,0.293,7.944
1902.05,1902,5,-0.471,0.313,10.899
1902.06,1902,6,-0.301,0.267,13.229
1902.07,1902,7,-0.177,0.313,14.223
1902.08,1902,8,-0.29,0.359,13.62
1902.09,1902,9,-0.295,0.279,11.815
1902.1,1902,10,-0.434,0.203,8.826
1902.11,1902,11,-0.819,0.242,5.291
1902.12,1902,12,-0.907,0.334,2.743
1903.01,1903,1,-0.078,0.261,2.522
1903.02,1903,2,0.331,0.277,3.541
1903.03,1903,3,-0.418,0.239,4.912
1903.04,1903,4,-0.531,0.301,7.819
1903.05,1903,5,-0.588,0.317,10.782
1903.06,1903,6,-0.648,0.299,12.882
1903.07,1903,7,-0.425,0.368,13.975
1903.08,1903,8,-0.494,0.358,13.416
1903.09,1903,9,-0.603,0.259,11.507
1903.1,1903,10,-0.45,0.224,8.81
1903.11,1903,11,-0.587,0.246,5.523
1903.12,1903,12,-0.747,0.222,2.903
1904.01,1904,1,-0.953,0.256,1.647
1904.02,1904,2,-0.914,0.226,2.296
1904.03,1904,3,-0.82,0.225,4.51
1904.04,1904,4,-0.697,0.296,7.653
1904.05,1904,5,-0.536,0.29,10.834
1904.06,1904,6,-0.536,0.249,12.994
1904.07,1904,7,-0.577,0.294,13.823
1904.08,1904,8,-0.443,0.327,13.467
1904.09,1904,9,-0.724,0.243,11.386
1904.1,1904,10,-0.43,0.198,8.83
1904.11,1904,11,0.101,0.244,6.211
1904.12,1904,12,-0.301,0.369,3.349
1905.01,1905,1,-0.3,0.232,2.3
1905.02,1905,2,-1.324,0.33,1.886
1905.03,1905,3,-0.749,0.218,4.581
1905.04,1905,4,-0.643,0.26,7.707
1905.05,1905,5,-0.406,0.283,10.964
1905.06,1905,6,-0.438,0.291,13.092
1905.07,1905,7,-0.321,0.323,14.079
1905.08,1905,8,-0.338,0.373,13.572
1905.09,1905,9,-0.325,0.287,11.785
1905.1,1905,10,-0.226,0.301,9.034
1905.11,1905,11,0.081,0.256,6.191
1905.12,1905,12,-0.288,0.284,3.362
1906.01,1906,1,-0.504,0.245,2.096
1906.02,1906,2,-0.93,0.307,2.28
1906.03,1906,3,-0.455,0.189,4.875
1906.04,1906,4,0.255,0.271,8.605
1906.05,1906,5,-0.135,0.302,11.235
1906.06,1906,6,-0.19,0.252,13.34
1906.07,1906,7,-0.266,0.3,14.134
1906.08,1906,8,-0.204,0.336,13.706
1906.09,1906,9,-0.328,0.283,11.782
1906.1,1906,10,0.016,0.229,9.276
1906.11,1906,11,-0.613,0.273,5.497
1906.12,1906,12,0.112,0.289,3.762
1907.01,1907,1,-0.803,0.274,1.797
1907.02,1907,2,-1.109,0.286,2.101
1907.03,1907,3,-0.778,0.288,4.552
1907.04,1907,4,-0.784,0.275,7.566
1907.05,1907,5,-0.992,0.29,10.378
1907.06,1907,6,-0.766,0.247,12.764
1907.07,1907,7,-0.61,0.306,13.79
1907.08,1907,8,-0.529,0.329,13.381
1907.09,1907,9,-0.428,0.266,11.682
1907.1,1907,10,-0.015,0.212,9.245
1907.11,1907,11,-0.901,0.196,5.209
1907.12,1907,12,-0.686,0.313,2.964
1908.01,1908,1,-0.302,0.255,2.298
1908.02,1908,2,-0.447,0.322,2.763
1908.03,1908,3,-1.203,0.255,4.127
1908.04,1908,4,-0.534,0.287,7.816
1908.05,1908,5,-0.242,0.298,11.128
1908.06,1908,6,-0.245,0.258,13.285
1908.07,1908,7,-0.208,0.303,14.192
1908.08,1908,8,-0.523,0.374,13.387
1908.09,1908,9,-0.121,0.247,11.989
1908.1,1908,10,-0.38,0.237,8.88
1908.11,1908,11,-0.831,0.243,5.279
1908.12,1908,12,-0.563,0.272,3.087
1909.01,1909,1,-1.193,0.257,1.407
1909.02,1909,2,-0.522,0.324,2.688
1909.03,1909,3,-0.755,0.219,4.575
1909.04,1909,4,-0.83,0.253,7.52
1909.05,1909,5,-0.763,0.279,10.607
1909.06,1909,6,-0.575,0.227,12.955
1909.07,1909,7,-0.343,0.316,14.057
1909.08,1909,8,-0.138,0.348,13.772
1909.09,1909,9,-0.21,0.252,11.9
1909.1,1909,10,-0.063,0.205,9.197
1909.11,1909,11,0.133,0.283,6.243
1909.12,1909,12,-0.415,0.301,3.235
1910.01,1910,1,-0.264,0.266,2.336
1910.02,1910,2,-0.448,0.28,2.762
1910.03,1910,3,-0.751,0.238,4.579
1910.04,1910,4,-0.27,0.286,8.08
1910.05,1910,5,-0.376,0.323,10.994
1910.06,1910,6,-0.387,0.238,13.143
1910.07,1910,7,-0.129,0.303,14.271
1910.08,1910,8,-0.224,0.342,13.686
1910.09,1910,9,-0.369,0.268,11.741
1910.1,1910,10,-0.253,0.213,9.007
1910.11,1910,11,-0.795,0.27,5.315
1910.12,1910,12,-0.956,0.337,2.694
1911.01,1911,1,-0.941,0.237,1.659
1911.02,1911,2,-0.774,0.245,2.436
1911.03,1911,3,-1.007,0.195,4.323
1911.04,1911,4,-0.385,0.273,7.965
1911.05,1911,5,-0.548,0.302,10.822
1911.06,1911,6,-0.524,0.248,13.006
1911.07,1911,7,-0.318,0.293,14.082
1911.08,1911,8,-0.398,0.324,13.512
1911.09,1911,9,-0.468,0.263,11.642
1911.1,1911,10,-0.009,0.207,9.251
1911.11,1911,11,-0.159,0.226,5.951
1911.12,1911,12,-0.249,0.237,3.401
1912.01,1912,1,-0.195,0.254,2.405
1912.02,1912,2,0.117,0.23,3.327
1912.03,1912,3,-1.004,0.203,4.326
1912.04,1912,4,-0.155,0.27,8.195
1912.05,1912,5,-0.123,0.292,11.247
1912.06,1912,6,-0.133,0.231,13.397
1912.07,1912,7,-0.686,0.312,13.714
1912.08,1912,8,-0.839,0.323,13.071
1912.09,1912,9,-0.884,0.253,11.226
1912.1,1912,10,-0.905,0.213,8.355
1912.11,1912,11,-0.602,0.237,5.508
1912.12,1912,12,-0.577,0.318,3.073
1913.01,1913,1,-0.518,0.28,2.082
1913.02,1913,2,-0.869,0.267,2.341
1913.03,1913,3,-0.851,0.249,4.479
1913.04,1913,4,-0.369,0.265,7.981
1913.05,1913,5,-0.638,0.289,10.732
1913.06,1913,6,-0.534,0.258,12.996
1913.07,1913,7,-0.274,0.296,14.126
1913.08,1913,8,-0.177,0.334,13.733
1913.09,1913,9,-0.349,0.255,11.761
1913.1,1913,10,-0.191,0.201,9.069
1913.11,1913,11,-0.092,0.257,6.018
1913.12,1913,12,0.467,0.354,4.117
1914.01,1914,1,0.786,0.285,3.386
1914.02,1914,2,-0.023,0.237,3.187
1914.03,1914,3,-0.417,0.242,4.913
1914.04,1914,4,-0.279,0.277,8.071
1914.05,1914,5,-0.102,0.317,11.268
1914.06,1914,6,-0.055,0.24,13.475
1914.07,1914,7,-0.111,0.301,14.289
1914.08,1914,8,-0.171,0.336,13.739
1914.09,1914,9,-0.18,0.237,11.93
1914.1,1914,10,0.132,0.228,9.392
1914.11,1914,11,-0.346,0.26,5.764
1914.12,1914,12,-0.041,0.225,3.609
1915.01,1915,1,-0.283,0.234,2.317
1915.02,1915,2,0.034,0.241,3.244
1915.03,1915,3,-0.234,0.265,5.096
1915.04,1915,4,0.327,0.266,8.677
1915.05,1915,5,0.108,0.286,11.478
1915.06,1915,6,-0.236,0.253,13.294
1915.07,1915,7,0.038,0.32,14.438
1915.08,1915,8,-0.132,0.329,13.778
1915.09,1915,9,-0.234,0.256,11.876
1915.1,1915,10,-0.273,0.192,8.987
1915.11,1915,11,0.114,0.239,6.224
1915.12,1915,12,0.002,0.261,3.652
1916.01,1916,1,0.029,0.272,2.629
1916.02,1916,2,-0.267,0.269,2.943
1916.03,1916,3,-0.508,0.26,4.822
1916.04,1916,4,-0.335,0.265,8.015
1916.05,1916,5,-0.386,0.285,10.984
1916.06,1916,6,-0.576,0.25,12.954
1916.07,1916,7,-0.339,0.332,14.061
1916.08,1916,8,-0.307,0.326,13.603
1916.09,1916,9,-0.369,0.245,11.741
1916.1,1916,10,-0.208,0.215,9.052
1916.11,1916,11,-0.506,0.3,5.604
1916.12,1916,12,-1.314,0.233,2.336
1917.01,1917,1,-0.427,0.262,2.173
1917.02,1917,2,-0.86,0.233,2.35
1917.03,1917,3,-0.868,0.201,4.462
1917.04,1917,4,-0.523,0.263,7.827
1917.05,1917,5,-0.937,0.305,10.433
1917.06,1917,6,-0.648,0.272,12.882
1917.07,1917,7,-0.125,0.353,14.275
1917.08,1917,8,-0.426,0.363,13.484
1917.09,1917,9,-0.357,0.249,11.753
1917.1,1917,10,-0.713,0.206,8.547
1917.11,1917,11,-0.291,0.245,5.819
1917.12,1917,12,-1.368,0.321,2.282
1918.01,1918,1,-0.658,0.297,1.942
1918.02,1918,2,-0.749,0.268,2.461
1918.03,1918,3,-0.52,0.244,4.81
1918.04,1918,4,-0.731,0.275,7.619
1918.05,1918,5,-0.816,0.285,10.554
1918.06,1918,6,-0.585,0.263,12.945
1918.07,1918,7,-0.399,0.316,14.001
1918.08,1918,8,-0.449,0.34,13.461
1918.09,1918,9,-0.209,0.246,11.901
1918.1,1918,10,0.18,0.182,9.44
1918.11,1918,11,-0.432,0.228,5.678
1918.12,1918,12,-0.784,0.244,2.866
1919.01,1919,1,-0.398,0.261,2.202
1919.02,1919,2,-0.363,0.23,2.847
1919.03,1919,3,-0.603,0.209,4.727
1919.04,1919,4,0.12,0.269,8.47
1919.05,1919,5,-0.408,0.306,10.962
1919.06,1919,6,-0.314,0.233,13.216
1919.07,1919,7,-0.144,0.295,14.256
1919.08,1919,8,-0.123,0.35,13.787
1919.09,1919,9,-0.125,0.247,11.985
1919.1,1919,10,0.09,0.208,9.35
1919.11,1919,11,-0.628,0.205,5.482
1919.12,1919,12,-0.408,0.231,3.242
1920.01,1920,1,0.246,0.299,2.846
1920.02,1920,2,-0.471,0.268,2.739
1920.03,1920,3,-0.119,0.214,5.211
1920.04,1920,4,-0.073,0.275,8.277
1920.05,1920,5,-0.249,0.277,11.121
1920.06,1920,6,-0.432,0.235,13.098
1920.07,1920,7,-0.169,0.307,14.231
1920.08,1920,8,-0.223,0.326,13.687
1920.09,1920,9,-0.316,0.234,11.794
1920.1,1920,10,-0.237,0.197,9.023
1920.11,1920,11,-0.548,0.244,5.562
1920.12,1920,12,-1.009,0.262,2.641
1921.01,1921,1,0.382,0.285,2.982
1921.02,1921,2,-0.097,0.23,3.113
1921.03,1921,3,-0.26,0.209,5.07
1921.04,1921,4,-0.063,0.255,8.287
1921.05,1921,5,-0.133,0.293,11.237
1921.06,1921,6,-0.121,0.258,13.409
1921.07,1921,7,0.013,0.303,14.413
1921.08,1921,8,-0.351,0.323,13.559
1921.09,1921,9,-0.246,0.25,11.864
1921.1,1921,10,0.009,0.209,9.269
1921.11,1921,11,-0.241,0.238,5.869
1921.12,1921,12,0.033,0.382,3.683
1922.01,1922,1,-0.438,0.256,2.162
1922.02,1922,2,-0.846,0.237,2.364
1922.03,1922,3,-0.183,0.193,5.147
1922.04,1922,4,0.008,0.25,8.358
1922.05,1922,5,-0.29,0.289,11.08
1922.06,1922,6,-0.211,0.242,13.319
1922.07,1922,7,-0.138,0.302,14.262
1922.08,1922,8,-0.343,0.326,13.567
1922.09,1922,9,-0.348,0.237,11.762
1922.1,1922,10,-0.221,0.189,9.039
1922.11,1922,11,-0.072,0.257,6.038
1922.12,1922,12,0.03,0.268,3.68
1923.01,1923,1,-0.111,0.206,2.489
1923.02,1923,2,-0.66,0.208,2.55
1923.03,1923,3,-0.482,0.177,4.848
1923.04,1923,4,-0.625,0.248,7.725
1923.05,1923,5,-0.529,0.283,10.841
1923.06,1923,6,-0.252,0.229,13.278
1923.07,1923,7,-0.441,0.306,13.959
1923.08,1923,8,-0.301,0.328,13.609
1923.09,1923,9,-0.228,0.24,11.882
1923.1,1923,10,0.256,0.188,9.516
1923.11,1923,11,0.254,0.241,6.364
1923.12,1923,12,0.234,0.241,3.884
1924.01,1924,1,-0.257,0.238,2.343
1924.02,1924,2,-0.341,0.251,2.869
1924.03,1924,3,-0.004,0.2,5.326
1924.04,1924,4,-0.407,0.261,7.943
1924.05,1924,5,-0.2,0.295,11.17
1924.06,1924,6,-0.208,0.243,13.322
1924.07,1924,7,-0.119,0.306,14.281
1924.08,1924,8,-0.264,0.323,13.646
1924.09,1924,9,-0.155,0.274,11.955
1924.1,1924,10,-0.061,0.19,9.199
1924.11,1924,11,0.279,0.229,6.389
1924.12,1924,12,-0.142,0.206,3.508
1925.01,1925,1,-0.32,0.205,2.28
1925.02,1925,2,-0.529,0.272,2.681
1925.03,1925,3,-0.237,0.213,5.093
1925.04,1925,4,0.068,0.243,8.418
1925.05,1925,5,-0.336,0.293,11.034
1925.06,1925,6,-0.464,0.245,13.066
1925.07,1925,7,-0.351,0.296,14.049
1925.08,1925,8,-0.15,0.334,13.76
1925.09,1925,9,-0.129,0.242,11.981
1925.1,1925,10,-0.066,0.211,9.194
1925.11,1925,11,0.231,0.229,6.341
1925.12,1925,12,0.762,0.218,4.412
1926.01,1926,1,0.867,0.238,3.467
1926.02,1926,2,0.506,0.206,3.716
1926.03,1926,3,0.496,0.194,5.826
1926.04,1926,4,-0.18,0.256,8.17
1926.05,1926,5,-0.454,0.278,10.916
1926.06,1926,6,-0.252,0.231,13.278
1926.07,1926,7,-0.249,0.311,14.151
1926.08,1926,8,-0.03,0.338,13.88
1926.09,1926,9,-0.035,0.256,12.075
1926.1,1926,10,0.305,0.193,9.565
1926.11,1926,11,0.197,0.208,6.307
1926.12,1926,12,-0.269,0.282,3.381
1927.01,1927,1,-0.23,0.24,2.37
1927.02,1927,2,-0.192,0.261,3.018
1927.03,1927,3,-0.672,0.246,4.658
1927.04,1927,4,-0.331,0.244,8.019
1927.05,1927,5,-0.271,0.295,11.099
1927.06,1927,6,-0.261,0.243,13.269
1927.07,1927,7,-0.091,0.307,14.309
1927.08,1927,8,-0.217,0.331,13.693
1927.09,1927,9,0.141,0.24,12.251
1927.1,1927,10,0.621,0.177,9.881
1927.11,1927,11,0.24,0.21,6.35
1927.12,1927,12,-0.372,0.223,3.278
1928.01,1928,1,0.462,0.208,3.062
1928.02,1928,2,0.121,0.241,3.331
1928.03,1928,3,-0.38,0.2,4.95
1928.04,1928,4,-0.117,0.245,8.233
1928.05,1928,5,-0.206,0.295,11.164
1928.06,1928,6,-0.417,0.234,13.113
1928.07,1928,7,-0.103,0.311,14.297
1928.08,1928,8,-0.223,0.335,13.687
1928.09,1928,9,-0.073,0.241,12.037
1928.1,1928,10,0.223,0.183,9.483
1928.11,1928,11,0.205,0.244,6.315
1928.12,1928,12,0.229,0.211,3.879
1929.01,1929,1,-0.533,0.292,2.067
1929.02,1929,2,-1.037,0.193,2.173
1929.03,1929,3,-0.236,0.205,5.094
1929.04,1929,4,-0.272,0.251,8.078
1929.05,1929,5,-0.457,0.286,10.913
1929.06,1929,6,-0.611,0.236,12.919
1929.07,1929,7,-0.445,0.318,13.955
1929.08,1929,8,-0.23,0.331,13.68
1929.09,1929,9,-0.301,0.252,11.809
1929.1,1929,10,0.194,0.197,9.454
1929.11,1929,11,0.057,0.3,6.167
1929.12,1929,12,-1.068,0.238,2.582
1930.01,1930,1,-0.206,0.243,2.394
1930.02,1930,2,-0.075,0.205,3.135
1930.03,1930,3,0.138,0.221,5.468
1930.04,1930,4,-0.185,0.243,8.165
1930.05,1930,5,-0.272,0.295,11.098
1930.06,1930,6,-0.19,0.254,13.34
1930.07,1930,7,0.055,0.298,14.455
1930.08,1930,8,0.003,0.334,13.913
1930.09,1930,9,-0.255,0.241,11.855
1930.1,1930,10,-0.018,0.178,9.242
1930.11,1930,11,0.452,0.216,6.562
1930.12,1930,12,0.159,0.234,3.809
1931.01,1931,1,0.161,0.208,2.761
1931.02,1931,2,-0.523,0.212,2.687
1931.03,1931,3,-0.129,0.182,5.201
1931.04,1931,4,-0.21,0.249,8.14
1931.05,1931,5,-0.361,0.305,11.009
1931.06,1931,6,0.021,0.249,13.551
1931.07,1931,7,0.15,0.31,14.55
1931.08,1931,8,0.2,0.337,14.11
1931.09,1931,9,0.158,0.238,12.268
1931.1,1931,10,0.658,0.176,9.918
1931.11,1931,11,0.111,0.196,6.221
1931.12,1931,12,0.377,0.192,4.027
1932.01,1932,1,1.015,0.2,3.615
1932.02,1932,2,-0.24,0.197,2.97
1932.03,1932,3,-0.389,0.201,4.941
1932.04,1932,4,0.407,0.242,8.757
1932.05,1932,5,-0.15,0.283,11.22
1932.06,1932,6,-0.168,0.231,13.362
1932.07,1932,7,-0.045,0.292,14.355
1932.08,1932,8,-0.186,0.326,13.724
1932.09,1932,9,0.189,0.234,12.299
1932.1,1932,10,0.408,0.178,9.668
1932.11,1932,11,-0.209,0.218,5.901
1932.12,1932,12,-0.119,0.209,3.531
1933.01,1933,1,-0.437,0.2,2.163
1933.02,1933,2,-0.556,0.207,2.654
1933.03,1933,3,-0.471,0.227,4.859
1933.04,1933,4,-0.239,0.252,8.111
1933.05,1933,5,-0.333,0.271,11.037
1933.06,1933,6,-0.439,0.233,13.091
1933.07,1933,7,-0.195,0.298,14.205
1933.08,1933,8,-0.172,0.324,13.738
1933.09,1933,9,-0.27,0.232,11.84
1933.1,1933,10,-0.031,0.187,9.229
1933.11,1933,11,-0.238,0.207,5.872
1933.12,1933,12,-0.55,0.235,3.1
1934.01,1934,1,-0.126,0.196,2.474
1934.02,1934,2,0.477,0.215,3.687
1934.03,1934,3,-0.533,0.215,4.797
1934.04,1934,4,-0.359,0.246,7.991
1934.05,1934,5,0.084,0.279,11.454
1934.06,1934,6,-0.152,0.229,13.378
1934.07,1934,7,-0.08,0.302,14.32
1934.08,1934,8,-0.15,0.326,13.76
1934.09,1934,9,-0.405,0.236,11.705
1934.1,1934,10,0.147,0.185,9.407
1934.11,1934,11,0.274,0.21,6.384
1934.12,1934,12,0.331,0.232,3.981
1935.01,1935,1,-0.434,0.229,2.166
1935.02,1935,2,0.899,0.209,4.109
1935.03,1935,3,0.056,0.192,5.386
1935.04,1935,4,-0.603,0.24,7.747
1935.05,1935,5,-0.495,0.27,10.875
1935.06,1935,6,-0.235,0.226,13.295
1935.07,1935,7,-0.103,0.303,14.297
1935.08,1935,8,-0.16,0.326,13.75
1935.09,1935,9,-0.136,0.235,11.974
1935.1,1935,10,0.232,0.182,9.492
1935.11,1935,11,-0.681,0.196,5.429
1935.12,1935,12,-0.234,0.202,3.416
1936.01,1936,1,-0.343,0.207,2.257
1936.02,1936,2,-0.71,0.207,2.5
1936.03,1936,3,-0.307,0.197,5.023
1936.04,1936,4,-0.248,0.243,8.102
1936.05,1936,5,-0.134,0.283,11.236
1936.06,1936,6,-0.185,0.225,13.345
1936.07,1936,7,0.207,0.301,14.607
1936.08,1936,8,-0.065,0.324,13.845
1936.09,1936,9,-0.107,0.236,12.003
1936.1,1936,10,0.181,0.201,9.441
1936.11,1936,11,0.109,0.201,6.219
1936.12,1936,12,0.28,0.203,3.93
1937.01,1937,1,-0.151,0.21,2.449
1937.02,1937,2,0.333,0.212,3.543
1937.03,1937,3,-0.489,0.231,4.841
1937.04,1937,4,-0.236,0.258,8.114
1937.05,1937,5,-0.002,0.306,11.368
1937.06,1937,6,0.046,0.269,13.576
1937.07,1937,7,-0.04,0.304,14.36
1937.08,1937,8,0.09,0.33,14
1937.09,1937,9,0.284,0.236,12.394
1937.1,1937,10,0.448,0.189,9.708
1937.11,1937,11,0.241,0.194,6.351
1937.12,1937,12,-0.167,0.206,3.483
1938.01,1938,1,0.309,0.208,2.909
1938.02,1938,2,0.199,0.234,3.409
1938.03,1938,3,0.318,0.219,5.648
1938.04,1938,4,0.547,0.265,8.897
1938.05,1938,5,0.069,0.272,11.439
1938.06,1938,6,-0.24,0.236,13.29
1938.07,1938,7,0.069,0.296,14.469
1938.08,1938,8,0.04,0.331,13.95
1938.09,1938,9,0.299,0.24,12.409
1938.1,1938,10,0.507,0.176,9.767
1938.11,1938,11,0.413,0.185,6.523
1938.12,1938,12,-0.148,0.185,3.502
1939.01,1939,1,0.33,0.211,2.93
1939.02,1939,2,0.014,0.224,3.224
1939.03,1939,3,-0.415,0.186,4.915
1939.04,1939,4,-0.041,0.24,8.309
1939.05,1939,5,0.134,0.275,11.504
1939.06,1939,6,-0.019,0.226,13.511
1939.07,1939,7,-0.023,0.297,14.377
1939.08,1939,8,0.013,0.335,13.923
1939.09,1939,9,-0.177,0.244,11.933
1939.1,1939,10,-0.061,0.184,9.199
1939.11,1939,11,0.072,0.204,6.182
1939.12,1939,12,1.315,0.211,4.965
1940.01,1940,1,-0.264,0.197,2.336
1940.02,1940,2,0.199,0.21,3.409
1940.03,1940,3,0.098,0.222,5.428
1940.04,1940,4,0.397,0.252,8.747
1940.05,1940,5,-0.051,0.288,11.319
1940.06,1940,6,0.048,0.223,13.578
1940.07,1940,7,0.153,0.297,14.553
1940.08,1940,8,-0.091,0.324,13.819
1940.09,1940,9,0.146,0.241,12.256
1940.1,1940,10,0.185,0.188,9.445
1940.11,1940,11,-0.032,0.198,6.078
1940.12,1940,12,0.509,0.214,4.159
1941.01,1941,1,0.132,0.196,2.732
1941.02,1941,2,0.449,0.2,3.659
1941.03,1941,3,-0.116,0.193,5.214
